PRN_NO,Name,hour_study,prev_midsemmarks,Prev_Sem_Marks,Attendance_%,Mobile_Screen_Time_hrs,Risk
2308677,Arjun Patel,6,3,47,78.7,11.7,1
2308678,Amit Joshi,5,20,72,44.3,3.9,0
2308679,Amit Jadhav,0,4,71,95.1,8.4,1
2308680,Suresh Kumar,1,17,44,34.7,4,1
2308681,Aarav Singh,6,2,76,52.7,1,1
2308682,Vijay Joshi,2,6,28,30.9,10,1
2308683,Sneha Mishra,1,11,30,52.2,9,1
2308684,Aryan Jadhav,5,2,64,67.9,1.1,0
2308685,Aarav Singh,3,16,21,75.8,2.2,0
2308686,Nikhil Chavan,4,2,73,80.9,12,0
2308687,Riya Jadhav,5,10,53,88.3,8,0
2308688,Ishaan Nair,2,5,61,37.8,9.7,1
2308689,Riya Desai,0,10,96,83.3,5,0
2308690,Sai Sharma,2,3,88,49.5,6.5,1
2308691,Kunal Shah,2,16,30,39.7,7.6,1
2308692,Deepak Rao,5,0,48,48.6,9.8,1
2308693,Nikhil Mishra,3,11,24,90.1,4.4,0
2308694,Raj Pawar,6,2,39,73.9,8.2,1
2308695,Aarav Kumar,1,15,58,71.8,9.4,0
2308696,Amit Kumar,3,2,93,70.9,9.8,0
2308697,Vijay Desai,7,13,51,58.6,6.2,0
2308698,Sneha Nair,5,16,48,59.2,5.9,1
2308699,Pooja Joshi,2,18,85,40.4,1.7,1
2308700,Rohan Nair,1,6,20,53.3,6.2,1
2308701,Vihaan Jadhav,2,10,20,65.8,8.6,1
2308702,Manish Nair,0,15,23,72.4,11.1,1
2308703,Neha Tiwari,0,18,34,35,1.9,1
2308704,Diya Pandey,1,4,66,53.4,11.6,1
2308705,Riya Verma,2,0,49,53.8,3.2,1
2308706,Siddharth Singh,8,9,25,66.1,2.5,0
2308707,Rahul Jadhav,7,17,20,79.7,1.8,0
2308708,Siddharth Pawar,8,9,90,74.5,11.9,0
2308709,Aryan Mehta,6,0,81,70,7,0
2308710,Pooja Shah,6,12,83,50.4,3.6,0
2308711,Rahul Mehta,4,3,24,88.7,4.2,1
2308712,Sneha Mishra,6,11,73,85,11.4,0
2308713,Nikhil Rao,3,15,68,42.9,10.8,1
2308714,Neha Singh,4,18,26,75.9,4.5,0
2308715,Aisha Pawar,0,11,22,93.5,1.2,1
2308716,Neha Patel,3,5,95,60.5,10.1,0
2308717,Siddharth Tiwari,2,15,80,94.7,11,0
2308718,Kavya Mishra,1,11,98,31.5,10.1,1
2308719,Krishna Sharma,1,9,60,66.1,11,0
2308720,Deepak Pawar,7,4,40,47.9,7.1,1
2308721,Riya Jadhav,0,18,51,48.4,10.2,1
2308722,Vivaan Tiwari,7,11,31,91.4,11.4,0
2308723,Amit Pawar,8,7,26,51.8,10.7,1
2308724,Aditya Verma,5,3,70,31.6,7.3,1
2308725,Ishaan Verma,0,6,64,67.8,9.1,1
2308726,Vivaan Mehta,6,4,84,98,8.8,0
2308727,Kunal Kulkarni,4,10,79,35.5,9.7,1
2308728,Rahul Rao,8,16,94,50,3.1,0
2308729,Raj Shah,6,20,64,62.9,0.5,0
2308730,Deepak Mehta,4,2,53,88.1,6.4,0
2308731,Rohan Shah,1,1,30,48.8,9.3,1
2308732,Raj Gupta,3,18,52,54.1,1.9,0
2308733,Riya Gupta,1,1,27,56.9,6.6,1
2308734,Ananya Kulkarni,8,13,64,56.6,4.1,0
2308735,Krishna Joshi,1,0,91,44,10.1,1
2308736,Siddharth More,1,15,97,94.1,1.7,0
2308737,Aisha Desai,1,14,53,85.5,10.3,0
2308738,Manish Shah,0,17,64,98.3,7.5,0
2308739,Aditya Pawar,8,1,84,56,11.1,1
2308740,Rohan Nair,7,10,92,33.2,11.3,1
2308741,Suresh Pandey,1,20,71,38.1,9.8,1
2308742,Kunal Verma,1,16,29,55,6.6,1
2308743,Diya Singh,4,12,62,93.8,2.1,0
2308744,Shreya Sharma,3,11,100,98.7,3.1,0
2308745,Vivaan Verma,1,1,89,87.5,5.3,1
2308746,Vihaan Patel,7,20,30,46.7,8.9,1
2308747,Kavya Tiwari,7,17,55,76.2,6.8,0
2308748,Vivaan Chavan,3,9,37,71.8,5.5,0
2308749,Priya Mishra,3,11,82,87.6,6,0
2308750,Aarav Verma,8,16,24,65.7,9,0
2308751,Vivaan Gupta,3,13,50,52.3,0.9,0
2308752,Vihaan Shah,8,18,35,31.3,5.6,1
2308753,Raj Patel,2,12,85,85.7,7.1,0
2308754,Aisha Nair,1,2,28,67.1,7.3,1
2308755,Aisha Jadhav,7,7,21,67.4,7.6,1
2308756,Rahul Nair,2,4,56,97,1.1,1
2308757,Aarav Rao,1,11,78,64,6.9,0
2308758,Priya Verma,7,0,100,52.1,6.8,1
2308759,Rohan Kulkarni,7,20,77,53.8,10.3,1
2308760,Rahul Jadhav,4,15,27,30.8,9.2,1
2308761,Rahul More,8,11,71,38.6,0.9,0
2308762,Vihaan Mishra,5,16,94,33.1,6.9,0
2308763,Shreya Kulkarni,4,8,96,47,8.4,1
2308764,Siddharth Mishra,2,12,96,34.5,7.2,1
2308765,Kunal More,6,3,92,53.2,8.3,1
2308766,Kavya Sharma,8,3,88,38.8,1.8,1
2308767,Sai More,3,14,71,94.3,2.4,0
2308768,Aisha Sharma,6,9,97,95.7,7.2,0
2308769,Ishaan Pawar,2,5,53,72.2,9.7,1
2308770,Rahul Pandey,1,2,67,86.4,0.8,1
2308771,Shreya Joshi,0,14,43,77.4,5.5,1
2308772,Riya Joshi,5,5,32,86.8,11.9,1
2308773,Kavya Singh,4,10,69,74.8,9.3,0
2308774,Ananya Mishra,1,1,84,60.1,5.7,1
2308775,Vihaan Sharma,2,1,90,91.2,1.6,1
2308776,Aarav Joshi,8,0,23,60.7,4.6,1
2308777,Krishna Sharma,2,10,83,57.7,2.3,1
2308778,Riya Jadhav,6,4,93,73.7,11.1,0
2308779,Amit Pandey,0,5,58,95.7,8.4,1
2308780,Sai Verma,6,2,82,61,10.3,0
2308781,Krishna Singh,8,19,77,70.2,10.8,0
2308782,Diya Desai,7,4,35,64.5,7.5,1
2308783,Diya Desai,6,19,81,93.7,0.6,0
2308784,Neha Kumar,7,8,29,77.4,6.9,0
2308785,Rohan Chavan,3,18,81,59.4,9.7,1
2308786,Aditya Pawar,1,4,52,72.5,4.1,1
2308787,Shreya Pandey,8,11,90,40.9,11.2,1
2308788,Nikhil Pawar,2,11,61,53.9,12,1
2308789,Priya Gupta,3,15,63,81.5,6.8,0
2308790,Riya Pandey,6,6,65,69.4,6.6,0
2308791,Aryan Tiwari,1,13,100,52,8,1
2308792,Vivaan Chavan,7,8,92,55.4,7,0
2308793,Neha Kumar,7,14,93,86.7,2.3,0
2308794,Pooja Nair,4,10,50,67.9,3.6,0
2308795,Kunal Gupta,8,3,24,46.7,2.8,1
2308796,Aisha Chavan,7,10,37,50.8,1.3,1
2308797,Rahul Shah,0,8,25,62.8,2.1,1
2308798,Suresh Mishra,8,5,69,83.4,11.7,0
2308799,Krishna Pawar,4,16,47,99.8,6.9,0
2308800,Aisha Shah,8,8,43,43,1.9,1
2308801,Deepak Gupta,8,5,88,82.8,8.7,0
2308802,Vijay Shah,2,5,47,73.2,6,1
2308803,Aarav Kulkarni,7,3,77,67.2,3.1,0
2308804,Nikhil Chavan,6,19,86,97.7,11.4,0
2308805,Kunal Shah,6,10,37,52.6,3.1,1
2308806,Krishna Mishra,1,2,23,42.4,1.6,1
2308807,Kavya Pawar,1,17,68,91.4,2.9,0
2308808,Vihaan Tiwari,1,15,51,34.8,11,1
2308809,Neha Joshi,1,20,85,87.2,10.4,0
2308810,Manish Patel,3,15,77,71.2,10.8,0
2308811,Aarav Shah,6,11,30,41.5,11,1
2308812,Pooja Desai,1,13,84,45.9,1.4,1
2308813,Aryan Verma,4,8,36,40.9,8.7,1
2308814,Raj Singh,6,6,99,80.3,8.1,0
2308815,Kavya Pawar,8,13,85,40.3,11.9,1
2308816,Nikhil Kumar,7,19,23,77.7,8.7,0
2308817,Suresh Tiwari,8,19,51,39,9.6,1
2308818,Vijay Singh,6,9,90,86.2,8.7,0
2308819,Sai More,2,10,48,94.4,7.6,1
2308820,Manish Singh,0,6,80,69.2,6.9,1
2308821,Aditya Kulkarni,6,18,79,97.6,11.6,0
2308822,Sai Joshi,5,18,92,57.3,11.3,1
2308823,Sneha Shah,1,20,77,47.1,5.5,1
2308824,Riya Kulkarni,0,10,72,42.4,3.8,1
2308825,Ishaan Verma,3,5,24,63.5,6.4,1
2308826,Diya Kumar,3,7,80,39.2,9.1,1
2308827,Deepak Kulkarni,5,0,40,91.3,5.1,1
2308828,Riya Singh,4,7,77,84.9,6.7,0
2308829,Siddharth Chavan,8,4,100,69.3,3.9,0
2308830,Aisha Rao,7,9,33,80.5,5.4,0
2308831,Manish Singh,8,1,98,33.5,11.5,1
2308832,Riya Mishra,6,3,73,44.2,3,1
2308833,Arjun Pandey,8,1,97,73.5,11.9,0
2308834,Raj Kumar,2,14,60,63.4,3,0
2308835,Rohan Tiwari,8,19,35,72.3,4.2,0
2308836,Rohan Joshi,1,9,70,36.2,1.5,1
2308837,Suresh Jadhav,8,20,20,75.7,9.1,0
2308838,Kunal Nair,5,1,59,86.3,0.7,0
2308839,Shreya Tiwari,3,5,37,68.2,9.6,1
2308840,Aryan Joshi,1,13,53,55,7.1,1
2308841,Kunal Joshi,2,4,80,42.2,9.1,1
2308842,Rohan Gupta,4,1,40,48.6,9.5,1
2308843,Aarav Tiwari,8,13,20,66.6,1.9,0
2308844,Shreya Mishra,6,12,46,47.9,0.7,1
2308845,Deepak Kumar,2,1,70,84.5,2.4,1
2308846,Ishaan Nair,3,8,30,39.2,4.9,1
2308847,Kavya Rao,1,2,33,66.1,1.3,1
2308848,Pooja Pandey,7,14,74,64.7,5.8,0
2308849,Deepak Chavan,5,2,46,39.7,3.8,1
2308850,Ishaan More,2,11,41,99.6,4.7,1
2308851,Aisha Pandey,4,5,40,87.6,11.3,1
2308852,Aditya Rao,4,18,43,57.1,8.8,1
2308853,Kunal Kumar,0,16,38,77.9,8.1,1
2308854,Riya Pandey,4,5,43,80.2,8,1
2308855,Diya Kulkarni,5,18,45,75.6,6.9,0
2308856,Pooja Jadhav,1,16,44,60.3,6.4,1
2308857,Diya Kumar,2,15,64,92,10.6,0
2308858,Sneha Desai,4,20,48,84,1.4,0
2308859,Sai Sharma,2,7,93,67.9,3.8,1
2308860,Deepak Verma,4,18,30,30.2,1.7,1
2308861,Kunal Mishra,4,7,43,45.6,0.6,1
2308862,Aarav Singh,7,19,43,65.6,0.7,0
2308863,Vijay Verma,8,14,31,92.9,0.8,0
2308864,Rahul Kulkarni,7,7,26,74,8.3,1
2308865,Riya Patel,2,2,59,59.3,1.8,1
2308866,Kavya Gupta,0,15,100,33.4,2.8,1
2308867,Raj Kumar,2,2,89,71.8,5.3,1
2308868,Ananya Shah,0,0,95,54.6,3.6,1
2308869,Manish Sharma,8,7,98,67.6,9.9,0
2308870,Aarav Pandey,2,8,42,83.7,7.7,1
2308871,Kavya Verma,7,11,90,86.3,4.3,0
2308872,Kavya Kulkarni,5,17,57,90.5,4.2,0
2308873,Raj Mehta,2,16,50,74.5,8.4,0
2308874,Ananya Singh,8,7,48,93.4,2.5,1
2308875,Diya Singh,7,19,63,78.3,3.7,0
2308876,Rohan Tiwari,2,10,47,84.9,4.6,1
2308877,Manish Mehta,6,6,95,78,5.7,0
2308878,Suresh Sharma,4,13,87,91,2.7,0
2308879,Aarav Kulkarni,1,9,40,45.6,2.3,1
2308880,Vihaan Sharma,7,14,28,83.2,11.9,0
2308881,Amit Nair,0,11,68,38.2,11,1
2308882,Vivaan Pandey,3,19,56,36.4,6.5,0
2308883,Aditya Mehta,3,16,40,64.4,9.3,0
2308884,Kavya Mishra,4,7,79,51,8.3,1
2308885,Aditya Singh,3,13,42,69.4,1.4,0
2308886,Vihaan Desai,0,14,29,77.4,6.5,1
2308887,Nikhil Joshi,6,10,89,45.9,2.6,0
2308888,Raj Desai,1,11,40,79,7.2,1
2308889,Vijay Desai,2,19,48,99.7,1.2,1
2308890,Aryan Gupta,4,15,78,83.2,2.4,0
2308891,Diya Shah,7,19,59,42.2,9.5,1
2308892,Aryan Joshi,7,17,40,74.4,10.2,0
2308893,Neha More,1,9,82,30.7,10.9,1
2308894,Neha Shah,8,18,65,62.9,10.8,0
2308895,Aisha Pandey,5,17,24,67.3,10.9,0
2308896,Arjun Tiwari,8,0,34,98.1,1.6,1
2308897,Ananya Desai,3,3,99,81.6,8.1,0
2308898,Nikhil Gupta,2,6,59,79.4,8.6,1
2308899,Riya Jadhav,4,0,23,67.3,3.6,1
2308900,Ananya Gupta,4,7,43,65.9,11.9,1
2308901,Riya Shah,3,16,61,99.4,3.8,0
2308902,Suresh Verma,6,7,45,31.5,7.1,1
2308903,Kunal Rao,7,4,85,51.2,10.5,1
2308904,Suresh Singh,4,0,27,39.4,3.8,1
2308905,Kunal Mishra,8,14,92,52,7.5,1
2308906,Aryan Pawar,6,3,85,62.5,8.8,0
2308907,Sneha Pandey,6,6,97,53.9,7.7,1
2308908,Ishaan Jadhav,7,13,39,97.4,5.2,0
2308909,Aditya Pawar,3,11,85,77.6,11.4,0
2308910,Vijay Joshi,5,20,87,81,7.5,0
2308911,Diya Chavan,4,2,74,82,3.1,0
2308912,Arjun Singh,0,19,97,92.9,9.8,0
2308913,Raj Nair,8,17,98,83.8,8,0
2308914,Diya Nair,1,7,58,31.1,1.8,1
2308915,Sneha Shah,5,1,69,48.3,3.7,1
2308916,Manish Sharma,7,5,39,99.2,2.3,1
2308917,Siddharth Kulkarni,2,6,89,75.6,1.3,1
2308918,Aisha Joshi,4,6,47,34.8,3.1,1
2308919,Krishna Kumar,6,12,62,62.7,3.7,0
2308920,Manish Mishra,3,0,85,98.7,5.9,0
2308921,Sneha Shah,4,7,47,99.5,11.6,1
2308922,Ishaan Jadhav,0,12,97,60.3,11.3,0
2308923,Riya Desai,3,19,92,92.5,9.2,0
2308924,Riya Tiwari,6,18,42,71.4,7.9,0
2308925,Aditya Verma,6,16,54,65.7,11.4,0
2308926,Aditya Singh,3,12,41,58.8,2.1,1
2308927,Amit Gupta,5,15,24,92.4,4.3,0
2308928,Aryan Kulkarni,4,14,79,73.5,6.9,0
2308929,Siddharth Verma,0,10,60,53.4,9.9,1
2308930,Ananya Gupta,7,11,48,64.4,7.7,0
2308931,Arjun Sharma,6,2,54,61.1,9.8,0
2308932,Vihaan Shah,4,8,87,61.6,2.3,0
2308933,Ananya Chavan,6,13,64,51.8,2.7,0
2308934,Vijay Pawar,2,6,28,74.3,9,1
2308935,Rahul Nair,7,10,70,33.7,4.5,0
2308936,Kavya Pawar,4,9,33,92,5.5,0
2308937,Shreya Verma,1,2,88,59.1,9.6,1
2308938,Deepak Singh,1,18,75,86.1,1.3,0
2308939,Neha Desai,3,1,30,81.1,2.4,1
2308940,Kavya Shah,6,16,49,63,3.9,0
2308941,Vivaan Rao,3,1,58,43.9,10.7,1
2308942,Krishna Gupta,8,20,43,69.4,5.2,0
2308943,Aisha Mehta,1,15,99,96.4,3.4,0
2308944,Nikhil Kumar,5,16,77,43,8.3,1
2308945,Aisha Kumar,3,9,49,47.9,0.8,1
2308946,Amit Rao,5,3,43,99.5,9.4,1
2308947,Aditya Gupta,8,10,86,92.5,8.5,0
2308948,Krishna Joshi,8,16,48,68.5,1.1,0
2308949,Nikhil Singh,8,11,61,78.6,6.2,0
2308950,Rohan Gupta,8,20,95,61,5.1,0
2308951,Priya Pandey,2,9,81,58.3,2.3,1
2308952,Vivaan Mishra,8,15,46,61,2.3,0
2308953,Amit Chavan,2,3,48,59,2.3,1
2308954,Rohan Kumar,2,2,85,77.3,7.4,1
2308955,Sai Joshi,4,8,76,53.1,2.5,0
2308956,Shreya Kulkarni,5,5,80,42,1.2,1
2308957,Rohan Patel,8,11,48,79.5,11.5,0
2308958,Arjun Sharma,0,0,76,32.2,1,1
2308959,Pooja Patel,7,13,92,80.3,8.1,0
2308960,Ishaan Mehta,3,9,74,48.4,11.3,1
2308961,Pooja Nair,6,17,63,43.3,0.9,0
2308962,Vivaan Kulkarni,5,12,47,56.5,11.6,1
2308963,Arjun More,5,8,56,38.2,6.3,0
2308964,Diya Desai,6,18,42,56.9,9.5,1
2308965,Aarav Pandey,3,3,96,37.2,7.7,1
2308966,Raj Jadhav,5,2,88,63.8,7.6,0
2308967,Riya Mehta,2,5,77,42.3,9.6,1
2308968,Aarav Desai,4,8,98,39.1,1.3,0
2308969,Krishna Desai,1,9,51,70.5,5,0
2308970,Diya Verma,2,8,88,73.8,11.7,0
2308971,Sneha Rao,8,16,55,30.4,1.1,0
2308972,Ishaan Jadhav,5,9,51,57.1,3.5,0
2308973,Riya Shah,2,5,78,35.5,8.2,1
2308974,Priya Rao,1,15,79,81.7,1.7,0
2308975,Aditya Tiwari,4,16,99,77.7,6.7,0
2308976,Nikhil Verma,4,10,93,33.5,8.7,1
2308977,Priya Patel,0,19,46,95.9,9.2,1
2308978,Shreya Sharma,2,6,43,97.2,7,1
2308979,Kunal Sharma,6,3,86,53.4,6.3,1
2308980,Ananya Pandey,8,9,55,39.1,8.7,1
2308981,Arjun Rao,4,20,33,38,2.2,1
2308982,Riya Shah,3,13,87,88.9,8.3,0
2308983,Ananya Patel,2,16,63,62.1,11.1,0
2308984,Kunal Verma,8,13,67,30.7,8.4,1
2308985,Rohan Verma,6,19,51,94.8,1,0
2308986,Rahul Joshi,6,12,36,71.5,6.3,0
2308987,Priya Desai,7,1,76,78.3,8.9,0
2308988,Sneha Patel,0,8,58,87.6,1,0
2308989,Sneha Desai,3,2,51,87.3,9.3,0
2308990,Vihaan Pawar,4,3,87,35.3,3.7,1
2308991,Riya Patel,4,11,21,70.2,7.3,0
2308992,Deepak Nair,0,14,97,78.7,11.6,0
2308993,Rahul Pandey,2,19,61,36,11.9,1
2308994,Ishaan Jadhav,1,7,57,45.6,7.8,1
2308995,Aditya Joshi,6,17,74,57.7,6.2,0
2308996,Kunal Nair,4,4,74,92.1,2.5,0
2308997,Aisha Mehta,2,1,53,89.5,2.9,1
2308998,Sneha Tiwari,7,8,65,84.7,5.4,0
2308999,Priya Sharma,0,13,62,99.3,8.6,0
2309000,Vihaan Rao,0,0,21,47,9.3,1
2309001,Amit Gupta,5,19,55,62.7,3.1,0
2309002,Aditya Verma,0,3,89,61.3,6.7,1
2309003,Aditya Mehta,3,16,55,77.5,7.3,0
2309004,Neha More,5,9,41,89.5,10.8,0
2309005,Kavya Jadhav,0,1,88,64.4,10.6,1
2309006,Priya Shah,8,5,57,64.4,9.9,0
2309007,Aditya Jadhav,3,18,73,72.6,6.4,0
2309008,Vijay Rao,8,8,41,82,1.2,0
2309009,Rohan Sharma,8,18,94,44.1,4.3,0
2309010,Sai Jadhav,5,18,50,97.3,7.6,0
2309011,Diya More,6,8,72,36.4,7.8,1
2309012,Rohan More,0,2,78,31.6,10.3,1
2309013,Krishna Patel,4,5,68,55.1,4.9,1
2309014,Suresh Shah,2,5,46,79.1,11.3,1
2309015,Aisha Jadhav,5,16,91,98.5,2.4,0
2309016,Ishaan Mehta,3,12,76,95.3,1.1,0
2309017,Diya Kumar,8,12,25,78.2,2.5,0
2309018,Amit Nair,6,6,65,60.6,5.8,0
2309019,Kavya Joshi,3,8,44,71.7,10,0
2309020,Kavya Jadhav,5,17,28,97.8,2.3,0
2309021,Vijay Verma,1,0,83,48.6,6.8,1
2309022,Aditya More,2,19,50,63.5,9.4,0
2309023,Aarav Nair,6,12,38,78.5,0.9,0
2309024,Rahul Tiwari,3,7,84,30.7,1,1
2309025,Diya Mehta,6,20,36,56.7,6.1,1
2309026,Sai Rao,8,8,53,69.8,2.6,0
2309027,Neha Nair,4,0,55,93.1,5.7,0
2309028,Suresh Patel,0,8,32,99.4,1,1
2309029,Shreya More,4,19,78,68.9,11.7,0
2309030,Arjun Desai,5,10,95,96.1,8,0
2309031,Aryan Pawar,1,19,40,36.9,8.4,1
2309032,Vihaan Jadhav,7,3,84,79.1,6.4,0
2309033,Nikhil Jadhav,1,15,25,58,10,1
2309034,Aarav Tiwari,8,13,30,82.6,10.1,0
2309035,Ishaan Verma,1,19,99,90.7,2.3,0
2309036,Neha Pandey,2,20,41,33.8,9.3,1
2309037,Nikhil Verma,7,17,30,95.5,7,0
2309038,Vihaan Sharma,5,8,56,34.8,9.3,1
2309039,Neha Nair,0,0,45,82.7,11.1,1
2309040,Aarav Kulkarni,3,2,76,34.8,4.4,1
2309041,Amit Pandey,4,19,45,90.3,7.1,0
2309042,Vihaan Joshi,2,0,40,44.3,9.6,1
2309043,Kunal Joshi,0,2,76,60.4,11.8,1
2309044,Amit Jadhav,2,13,45,95.3,7.5,1
2309045,Diya Nair,8,13,34,85.4,8.8,0
2309046,Vijay Kumar,1,12,82,85,10.2,0
2309047,Manish Nair,0,0,54,83.4,9.1,1
2309048,Sneha Tiwari,6,14,30,69.9,11.3,0
2309049,Manish Kulkarni,6,19,92,96.6,3.1,0
2309050,Amit Desai,4,6,87,88.2,10.9,0
2309051,Sai Sharma,1,15,69,60.8,2.9,0
2309052,Neha Joshi,0,19,48,82,7,1
2309053,Vijay Jadhav,4,20,83,99.9,6.5,0
2309054,Aditya Kulkarni,3,0,60,91,10.1,0
2309055,Kunal Desai,8,14,45,30.1,5.1,1
2309056,Arjun More,4,19,47,81.7,2.1,0
2309057,Rahul Verma,1,14,67,92.9,8.6,0
2309058,Amit Singh,3,18,85,52.9,7.5,1
2309059,Deepak Nair,8,5,42,98.4,10,1
2309060,Vivaan Kumar,7,5,58,58.1,9.2,1
2309061,Aarav Rao,2,0,88,59.5,10.8,1
2309062,Priya Nair,7,15,40,41.3,10.1,1
2309063,Diya Sharma,1,17,68,36.8,8.4,1
2309064,Vivaan Patel,2,12,94,67.6,5.9,0
2309065,Krishna Gupta,4,11,55,72.2,0.7,0
2309066,Aryan Nair,7,17,100,55.7,4,0
2309067,Ananya Jadhav,0,9,56,72.5,8.9,0
2309068,Raj Sharma,3,13,61,57.6,1.2,0
2309069,Aditya Gupta,0,19,81,90.8,9.2,0
2309070,Deepak Pawar,0,10,25,96.8,6.4,1
2309071,Ishaan Pawar,4,17,27,71.5,10.5,0
2309072,Krishna Rao,5,11,88,89,8.1,0
2309073,Kavya Kumar,0,16,59,89.8,9.7,0
2309074,Rahul Joshi,5,2,29,80,2.5,1
2309075,Rohan Pandey,4,20,50,43.4,2.5,0
2309076,Rohan Kumar,3,0,49,40.8,2.9,1
2309077,Krishna Pandey,4,0,70,94.4,4.3,0
2309078,Vivaan Joshi,7,5,55,48.6,10.9,1
2309079,Pooja Jadhav,8,18,80,47.2,9.4,1
2309080,Amit Jadhav,1,3,46,41.6,4.7,1
2309081,Aryan Jadhav,5,12,54,66.9,11.1,0
2309082,Aarav Joshi,2,11,79,77.4,9.5,0
2309083,Aditya Tiwari,1,7,51,77.3,8,1
2309084,Ananya Tiwari,0,19,23,48.3,5.5,1
2309085,Siddharth Singh,3,6,46,36.6,8,1
2309086,Diya Chavan,7,20,66,51.7,7.3,1
2309087,Riya Gupta,2,6,25,65.2,9.5,1
2309088,Aisha Rao,4,6,45,72.9,3.1,1
2309089,Sai Jadhav,4,13,43,48.9,10.7,1
2309090,Sai Joshi,4,17,90,42.8,7.3,1
2309091,Vijay Chavan,8,18,63,88.9,9.8,0
2309092,Krishna Mishra,7,19,33,90.1,4.5,0
2309093,Ananya More,7,18,32,49.6,5,1
2309094,Raj Sharma,0,17,45,69.2,11.3,1
2309095,Ishaan Singh,0,5,62,60.8,7.7,1
2309096,Rahul More,1,15,62,39.9,4.2,1
2309097,Rahul Gupta,7,2,85,95.8,1.4,0
2309098,Kavya Patel,0,20,47,30.7,5.5,1
2309099,Neha Sharma,3,1,20,43.1,10.3,1
2309100,Siddharth Sharma,8,14,31,54.2,3.4,1
2309101,Suresh Kulkarni,1,19,69,90,10.4,0
2309102,Krishna Gupta,2,10,72,85.2,2.4,0
2309103,Rohan Rao,5,18,79,70.6,2,0
2309104,Kavya Pawar,2,17,74,78.7,7.5,0
2309105,Diya Shah,3,10,54,53.9,9.8,1
2309106,Vihaan Kumar,8,2,80,95.8,9.5,0
2309107,Arjun Gupta,8,3,45,31.9,6.8,1
2309108,Diya Desai,4,5,50,37.1,7.8,1
2309109,Ishaan Kumar,6,11,76,94.8,3.5,0
2309110,Aarav Mishra,8,20,31,96.2,6.8,0
2309111,Siddharth Gupta,7,3,24,64.3,2.9,1
2309112,Nikhil Kumar,6,11,26,70.4,11.2,0
2309113,Kavya Mishra,7,3,35,93.2,8.3,1
2309114,Krishna Verma,4,1,71,89.7,7,0
2309115,Neha Kulkarni,4,11,100,90.3,3.3,0
2309116,Kavya Joshi,4,12,40,56,5.2,1
2309117,Kunal Patel,0,15,46,88.1,9.5,1
2309118,Neha More,5,3,98,34.9,3.3,1
2309119,Vijay Mehta,4,7,42,64.1,2,1
2309120,Aryan Tiwari,7,4,91,46.6,4,1
2309121,Shreya Pandey,7,13,44,32.5,9.6,1
2309122,Raj Sharma,1,14,30,73.2,10.7,1
2309123,Kunal Rao,5,10,82,35.3,5.3,0
2309124,Kunal Pandey,5,9,76,38.4,9.5,1
2309125,Deepak Rao,2,9,73,35.7,4.3,1
2309126,Shreya Sharma,0,5,29,98.3,6.4,1
2309127,Kunal Patel,6,15,69,32.7,0.7,0
2309128,Kavya Chavan,4,20,92,48.9,8.7,1
2309129,Ishaan Pawar,4,3,20,75.6,8.8,1
2309130,Ishaan Pawar,7,8,89,87.6,1.7,0
2309131,Deepak Mehta,4,9,49,72.6,4.6,0
2309132,Ananya More,4,4,74,98.4,6.1,0
2309133,Vihaan Desai,0,9,96,53.6,9.4,1
2309134,Nikhil Singh,1,15,25,63,10,1
2309135,Sneha Tiwari,4,10,43,87.5,8.8,0
2309136,Sai Pawar,6,5,24,77.7,3,1
2309137,Vivaan Kumar,2,6,26,45,4.6,1
2309138,Vihaan Nair,0,11,22,64.9,3.3,1
2309139,Rohan Singh,1,12,32,98.3,7.8,1
2309140,Riya Tiwari,2,16,73,90.4,7.9,0
2309141,Riya Mehta,8,8,82,43.4,0.7,0
2309142,Vihaan Rao,7,7,95,42.6,8.9,1
2309143,Aarav Joshi,3,15,25,88,3.1,0
2309144,Aarav More,7,20,98,43.9,9.7,1
2309145,Ishaan Patel,8,2,66,61.7,10.1,0
2309146,Aarav Sharma,2,4,74,42.7,9.7,1
2309147,Rohan Mishra,5,20,68,31,5.2,0
2309148,Kunal Sharma,7,12,76,91.3,4.5,0
2309149,Riya Tiwari,6,17,22,84.5,5.5,0
2309150,Vihaan Shah,8,20,41,62.9,6.6,0
2309151,Deepak Shah,6,15,54,41.2,3.4,0
2309152,Kavya Pandey,0,13,47,86.4,11.2,1
2309153,Aryan Patel,8,10,61,55.2,6.3,0
2309154,Suresh Kulkarni,4,17,31,76.3,1.3,0
2309155,Aisha Shah,5,7,20,52.2,12,1
2309156,Aarav Sharma,1,11,42,60.3,6.1,1
2309157,Aryan Jadhav,1,18,47,67.5,11.4,1
2309158,Pooja Verma,3,19,88,83.3,5,0
2309159,Kavya Kumar,3,1,55,88.2,3.1,0
2309160,Amit Mehta,4,8,73,61,9,0
2309161,Rahul Kulkarni,6,8,66,46.3,5.5,0
2309162,Priya Rao,0,13,75,40.8,10.6,1
2309163,Vijay Tiwari,3,14,29,53.9,5.8,1
2309164,Aarav Joshi,8,10,24,86.1,4.4,0
2309165,Vijay Mehta,7,12,33,49.2,11.6,1
2309166,Priya Chavan,2,4,43,33.3,10,1
2309167,Neha Verma,5,5,82,69.5,2.9,0
2309168,Pooja Patel,8,4,47,32.4,6.1,1
2309169,Vihaan Kulkarni,7,0,40,91.9,1.8,1
